maturity,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24
1.75,0.022076818440237345,0.022003631963919412,0.02118935610153372,0.022759367021684573,0.024061420893563445,0.024069928653223993,0.02436563670144709,0.026200643318094796,0.027564591168139918,0.027564591168139918,0.027564591168139918,0.027564591168139918,0.027591634537067034,0.027404616759608702,0.02721745528182984,0.027030152786393646,0.026842711980877842,0.026655135597945634,0.026467426395519134,0.02627958715695078,0.026091620691201856,0.025903529833017247,0.025715317443105512,0.02552698640831763,0.025338539641829527
1.8333333333333333,0.022175483267352636,0.022095814353653376,0.021248141551079458,0.022866140630874554,0.024173741646798863,0.024146356583628847,0.024428168805447292,0.02628786545606232,0.02766484921325274,0.02766484921325274,0.02766484921325274,0.02766484921325274,0.02769332574630856,0.027499615114238596,0.027305756090676203,0.027111751491759373,0.02691760415932687,0.026723316961088983,0.026528892790804948,0.02633433456845724,0.026139645240432108,0.025944827779697865,0.025749885185986532,0.025554820485977014,0.02535963673347985
1.9166666666666667,0.022273539194090697,0.022187452578492417,0.021306717415526366,0.022972231138056687,0.024285338963318637,0.02422241551470483,0.024490471858125806,0.026374630044950997,0.027764537865411887,0.027764537865411887,0.027764537865411887,0.027764537865411887,0.0277944342869878,0.027594092352778876,0.027393597802452874,0.02719295358339413,0.026992162669397857,0.026791228060843997,0.02659015278487531,0.02638893989557456,0.02618759247414637,0.02598611362909753,0.025784506496422166,0.025582774239785167,0.025380920050709355
2,0.022370983727235227,0.02227854422179787,0.021365081879470837,0.023077635846812328,0.024396209827150628,0.024298102964788848,0.024552543663341142,0.026460934089070243,0.02786365363725074,0.02786365363725074,0.02786365363725074,0.02786365363725074,0.027894956636967505,0.027688045128668737,0.027480977254472183,0.02727375609074456,0.027066384740898952,0.02685886633557133,0.02665120403279908,0.02644340101820042,0.026235460505156016,0.02602738573499286,0.025819179977168094,0.025610846529455777,0.02540238871813516
2.0833333333333335,0.022467815518510514,0.022369087931668474,0.021423233762663862,0.023182353311292037,0.024506352552378097,0.024373417341094772,0.02461438273956218,0.026546775633435882,0.02796219425146429,0.02796219425146429,0.02796219425146429,0.02796219425146429,0.027994890501838787,0.027781471239928912,0.027567892344664058,0.02735415701908739,0.02714026849385176,0.02692623002739558,0.026712044906122,0.02649771644457899,0.02628324798564252,0.026068642900698658,0.025853904589830945,0.025639036482005606,0.025424042035262273
2.1666666666666665,0.022564034130919675,0.02245908320463008,0.02148117239430114,0.023286383079836215,0.024615766509998416,0.024448357761793327,0.024675988178508135,0.02663215355434745,0.028060158395495804,0.028060158395495804,0.028060158395495804,0.028060158395495804,0.02809423456579374,0.02787436939791088,0.027654341818239114,0.027434155154148154,0.02721381276110657,0.02699331802285565,0.026772674351590364,0.02655188518813789,0.026330954002141915,0.026109884292244034,0.025888679586271612,0.02566734344142252,0.02544587944445653
2.25,0.02265963985724162,0.022548530217589846,0.021538897515301025,0.02338972549584728,0.024724451915785206,0.024522923917735806,0.024737359535257797,0.026717067396650362,0.028157545530936634,0.028157545530936634,0.028157545530936634,0.028157545530936634,0.028192988298065158,0.02796673904760727,0.027740325101906604,0.027513749910258456,0.027287016950470422,0.02706012972903782,0.026833091781321983,0.026605906671729018,0.026378577993892982,0.026151109370857295,0.02592350445526126,0.025695766929524577,0.02546790050603831
2.3333333333333335,0.022754633577664052,0.022637429696005684,0.021596409201586564,0.023492381541622587,0.02483240966392186,0.024597115963929772,0.024798496741979426,0.026801517246025197,0.02825435574397961,0.02825435574397961,0.02825435574397961,0.02825435574397961,0.02829115180106223,0.02805858022665464,0.027825842173771598,0.02759294121117528,0.02735988093648145,0.027126664976332204,0.026893296986575166,0.026659780652439125,0.026426119688716332,0.026192317839943025,0.025958378880585053,0.02572430661522085,0.025490104878730158
2.4166666666666665,0.022849016647079168,0.02272578280950488,0.021653707803288125,0.023594352714745748,0.02493964119532599,0.024670934433563385,0.02485940003956033,0.02688550362782971,0.02835058962699133,0.02835058962699133,0.02835058962699133,0.02835058962699133,0.028388725690112082,0.028149893453663255,0.02791089346027853,0.027671729395666533,0.027432404974657043,0.027192923941372626,0.02695329006940428,0.026713507161986838,0.026473579052179064,0.026233509603041938,0.02599330270782274,0.02575296229013646,0.02551249230415298
2.5,0.022942790805131397,0.022813591088556295,0.021710793896159597,0.023695640929450867,0.025046148392582346,0.02474438016932834,0.024920069922971244,0.026969027426309022,0.028446248183953582,0.028446248183953582,0.028446248183953582,0.028446248183953582,0.028485710997440128,0.028240679639040867,0.027995479753901042,0.027750115142087584,0.02750458963298441,0.027258907085458972,0.02701307138803899,0.026767086459082767,0.026520956246958383,0.026274684730219544,0.02602827591778656,0.025781733849126187,0.02553506259443683
2.5833333333333335,0.023035958103870824,0.022900856357437105,0.02176766824244747,0.023796248437309542,0.02515193349546263,0.024817454268130312,0.024980507097259297,0.027052089819564085,0.02854133275437354,0.02854133275437354,0.02854133275437354,0.02854133275437354,0.028582109094910102,0.028330940013225003,0.028079602146886096,0.0278280994076594,0.027576435736748506,0.027324615104961758,0.02707264151288369,0.026820518991044207,0.026568251600093795,0.026315843430977592,0.026063298605112806,0.02581062127456657,0.025557815622236912
2.6666666666666665,0.023128520849146073,0.022987580679914688,0.02182433175913867,0.023896177763001347,0.025256999032514216,0.02489015803624839,0.025040712441838586,0.027134692226827184,0.0286358449516122,0.0286358449516122,0.0286358449516122,0.0286358449516122,0.0286779216314077,0.02842067606850307,0.028163261977532272,0.027905683379219948,0.02764794432378026,0.027390048891080765,0.027132001190808053,0.02687380536263695,0.02661546557639949,0.026356986032257668,0.026098370960877082,0.025839624623601454,0.025580751312631156
2.75,0.023220481552838068,0.02307376631495961,0.021880785492030652,0.02399543165197482,0.025361347765321174,0.024962492952738113,0.025100686981326392,0.027216836265438582,0.028729786612584185,0.028729786612584185,0.028729786612584185,0.028729786612584185,0.028773150481770093,0.02850988951155231,0.02824646078635018,0.02798286843302722,0.02771911660791737,0.02745520949698288,0.02719115131597949,0.026926946310619426,0.026662598756737932,0.02639811296046224,0.026133493258381657,0.02586874401771766,0.025603869636499965
