maturity,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24,m_25,m_26,m_27,m_28,m_29,m_30,m_31,m_32,m_33,m_34,m_35,m_36,m_37,m_38,m_39,m_40,m_41,m_42,m_43,m_44,m_45,m_46,m_47,m_48,m_49,m_50,m_51,m_52,m_53,m_54,m_55,m_56,m_57,m_58,m_59,m_60,m_61,m_62,m_63,m_64,m_65,m_66,m_67,m_68,m_69,m_70,m_71,m_72,m_73,m_74,m_75,m_76,m_77,m_78,m_79,m_80,m_81,m_82,m_83,m_84
0.08333333333333333,0.02016145270689118,0.020222185659611203,0.02006933876974215,0.02067944008509981,0.021435680339990437,0.02219184062612234,0.022947920933309662,0.02370392125146603,0.02445984157060388,0.025215681880840224,0.025971442172391557,0.02672712243556874,0.02748272266078966,0.028341969016266955,0.029201114851189258,0.03006015884604163,0.030919099671651074,0.03177793598912859,0.03263666644979035,0.03349528969509108,0.03435380435655011,0.03521220905567568,0.03607050240389187,0.036928683002457774,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202,0.03778674944239202
0.16666666666666666,0.020200103423461124,0.020256791847933275,0.020093792439324965,0.020722467050128257,0.021474512966899395,0.022226520877393297,0.022978490770438897,0.023730422634920423,0.024482316459773168,0.025234172233988827,0.02598598994661061,0.026737769586733906,0.02748951114351028,0.028338948067887504,0.02918833819969513,0.03003768070788415,0.030886974755167218,0.031736219497972895,0.032585414086397924,0.03343455766416503,0.03428364936856987,0.0351326883304397,0.035981673674076786,0.036830604517211984,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633,0.03767947997095633
0.25,0.020260000000000167,0.02031000000000005,0.02012999999999998,0.020790000000000086,0.02153555555555564,0.022281111111111196,0.02302666666666675,0.023772222222222306,0.02451777777777786,0.025263333333333415,0.026008888888889192,0.026754444444444303,0.027499999999999858,0.02833333333333332,0.029166666666666563,0.030000000000000027,0.030833333333333046,0.03166666666666673,0.03249999999999997,0.03333333333333344,0.03416666666666668,0.0349999999999997,0.035833333333333606,0.0366666666666664,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987,0.03749999999999987
0.3333333333333333,0.020338359115466886,0.020379377741226,0.020176436965107625,0.02087882694784926,0.021615904911755024,0.02235301663661171,0.023090162143179827,0.023827341452167028,0.02456455458422724,0.025301801559963755,0.026039082399926805,0.02677639712461377,0.027513745754472296,0.028325506520221477,0.02913730596183095,0.029949145202909255,0.03076102537588321,0.03157294762206919,0.03238491309173197,0.03319692294415777,0.03400897834771932,0.034821080479947364,0.035633230527602144,0.03644542968674336,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698,0.03725767916280698
0.4166666666666667,0.020425879495367782,0.02045679736059225,0.020228013173981818,0.020978203828731168,0.021705840784845387,0.022433541975496185,0.023161307448823276,0.02388913725286801,0.024617031435573367,0.025344990044786853,0.026073013128258493,0.02680110073364017,0.02752925290849073,0.02831675764448427,0.029104332563873125,0.029891980050491762,0.03067970250720009,0.03146750235603091,0.032255382038325564,0.03304334401489073,0.03383139076613961,0.03461952479224961,0.035407748613316636,0.03619606476950965,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765,0.03698447582123765
0.5,0.02051764552030466,0.020537963303505213,0.020282038223740972,0.02108245236245665,0.021800225430848252,0.022518090541337132,0.023236047774233715,0.02395409720971653,0.0246722389278331,0.025390473008499725,0.026108799531502802,0.02682721857649728,0.027545730223010656,0.02830776901857024,0.02906990324966663,0.029832136613880733,0.030594472838717746,0.03135691568183718,0.032119468931276485,0.03288213640568993,0.03364492195458291,0.03440782945855747,0.03517086282955839,0.035934026011124054,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403,0.03669732297864403
0.5833333333333334,0.020611553836336727,0.02062103735862486,0.020337360451035957,0.02118914304193953,0.02189686036420757,0.022604695187117274,0.023312647626734018,0.024020717798969304,0.024728905819581426,0.025437211804177684,0.02614563586821328,0.02685417812699198,0.02756283869566789,0.028298832669495066,0.02903494171679566,0.02977117086601111,0.03050752518674993,0.03124400979010722,0.03198062982897709,0.03271739049838285,0.03345429703580538,0.03419135472152224,0.03492856887895268,0.035665944875004074,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924,0.036403488120434924
0.6666666666666666,0.020706555605463306,0.02070510275516968,0.020393405197161263,0.02129706453922564,0.021994649232611962,0.022692374736602794,0.02339024120566835,0.024088248794116307,0.024786397656093806,0.025484687945588114,0.026183119816426847,0.026881693422277086,0.027580408916650923,0.02829009427110396,0.028999909247805933,0.029709860204529814,0.03041995355159277,0.031130195752263834,0.031840593323170685,0.03255115283472332,0.03326188091153792,0.0339727842328752,0.034683869533084444,0.03539514360205298,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022,0.03610661328567022
0.75,0.02080207060887118,0.02078965221039164,0.02044985423559198,0.02140554686722229,0.02209298546344285,0.02278058617859746,0.023468349207440342,0.024156274744568274,0.024844362984422386,0.025532614121288155,0.02622102834929696,0.026909605862424968,0.02759834685449758,0.02828163445533205,0.028965061602290954,0.029648635970395576,0.030332365298569863,0.031016257390140023,0.031700320113334124,0.03238456140180146,0.033068989255134795,0.03375361173940683,0.03443843698771665,0.035123473200743494,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435,0.035808728647315435
0.8333333333333334,0.020897752894162736,0.020874383153056453,0.02050651754471633,0.02151419065232374,0.022191507328775728,0.022869005549727373,0.02354668555143724,0.024224547570023347,0.02490259184146515,0.02558081860160466,0.026259228086146447,0.026937820530658296,0.027616596170574548,0.028273501336935514,0.02893055177505377,0.029587756458748782,0.030245124436968363,0.030902664834377314,0.031560386851951616,0.03221829976759305,0.032876412936749144,0.03353473579305022,0.03419327784895709,0.03485204869641789,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639,0.03551105800754639
